Census Tract,East = 1/ West = 0 ,Total Populaton,Households,Housing Units,Minority Population,Percent Minority,Low Income,Percent Low Income,Less than HS Education,Percent Less than HS Education,Under Age 5,Percent Under Age 5,Over Age 64,Percent Over Age 64,Housing Units Built Before 1960,Percent Housing Units Built Before 1960,NATA Diesel Particulate Matter,NATA Cancer Risk,NATA Respiratory Hazard Index,Traffic Proximity,Wastewater Dischange Indicator,Superfund Proximity,RMP Proximity,TSDF Proximity,Ozone Concentration,PM 2.5 Concentration
3.7067E+11,0,2329,748,828,585,0.251180764,98,0.042078145,14,0.009234829,141,0.060541005,83,0.035637613,17,0.020531401,0.393502451,40.29087426,1.276244738,6.486549698,0.000440299,0.037011721,0.048261448,0.061719173,46.59920719,9.855193425
3.7067E+11,0,1833,710,710,160,0.087288598,460,0.252608457,32,0.023668639,86,0.046917621,346,0.188761593,97,0.136619718,0.409589488,39.96786797,1.218580982,29.09508247,0.000395478,0.028679069,0.048209844,0.050561619,46.31318039,9.779280822
3.7067E+11,0,2280,889,988,162,0.071052632,313,0.137764085,87,0.052984166,69,0.030263158,376,0.164912281,66,0.066801619,0.409589488,39.96786797,1.218580982,2.837856397,0.003069488,0.042431704,0.067821883,0.041389491,46.31318039,9.779280822
3.7067E+11,0,1637,777,884,220,0.134392181,200,0.12217471,27,0.022058824,92,0.056200367,234,0.142944411,52,0.058823529,0.395957679,40.30869089,1.289651036,4.241103521,6E-10,0.03480403,0.089143161,0.124603599,46.6928366,9.834769041
3.7067E+11,0,791,351,432,0,0,101,0.127686473,6,0.008941878,36,0.04551201,119,0.150442478,47,0.108796296,0.395957679,40.30869089,1.289651036,8.916536989,5.77E-05,0.03915974,0.07419824,0.101231355,46.6928366,9.834769041
3.7067E+11,0,945,325,377,339,0.358730159,93,0.098412698,51,0.083881579,84,0.088888889,99,0.104761905,0,0,0.395957679,40.30869089,1.289651036,1.137503983,0,0.021844061,0.054491519,0.098461605,46.6928366,9.834769041
3.7067E+11,0,2478,892,954,303,0.122276029,216,0.08716707,72,0.041836142,169,0.068200161,355,0.143260694,29,0.030398323,0.527300629,41.5365231,1.360187566,14.68041062,0,0.037993452,0.049201454,0.078999711,46.81643333,9.865287671
3.7067E+11,0,2078,936,1132,412,0.198267565,815,0.392204042,12,0.007566204,118,0.056785371,210,0.10105871,25,0.022084806,0.527300629,41.5365231,1.360187566,146.398106,0,0.03965018,0.05981566,0.056793245,46.81643333,9.865287671
3.7067E+11,0,1128,441,473,136,0.120567376,155,0.137411348,76,0.092570037,51,0.045212766,241,0.213652482,13,0.027484144,0.527300629,41.5365231,1.360187566,246.3955026,1.92E-09,0.031662382,0.07265341,0.12023035,46.81643333,9.865287671
3.7067E+11,0,1914,557,624,511,0.266980146,687,0.358934169,26,0.026395939,250,0.13061651,132,0.068965517,66,0.105769231,0.529820113,41.47461342,1.374819432,43.3656622,2.3E-09,0.034716233,0.030103696,0.055162773,47.13669346,9.931483014
3.7067E+11,0,1687,740,892,677,0.40130409,289,0.173991571,116,0.094079481,118,0.069946651,264,0.156490812,48,0.053811659,0.529820113,41.47461342,1.374819432,54.59858673,6.71738E-05,0.035762199,0.058919298,0.092472042,47.13669346,9.931483014
3.7067E+11,0,1036,317,460,422,0.407335907,402,0.416149068,92,0.139183056,7,0.006756757,105,0.101351351,23,0.05,0.529820113,41.47461342,1.374819432,724.5238819,2.32E-09,0.027152089,0.059680464,0.133378471,47.13669346,9.931483014
3.7067E+11,0,990,420,420,340,0.343434343,142,0.143434343,28,0.042424242,84,0.084848485,157,0.158585859,20,0.047619048,0.529820113,41.47461342,1.374819432,34.28904283,3.1E-09,0.034613873,0.072132768,0.189602917,47.13669346,9.931483014
3.7067E+11,0,1968,751,781,821,0.417174797,982,0.49898374,226,0.185245902,191,0.097052846,242,0.12296748,7,0.008962868,0.699487032,43.18162156,1.510971496,839.8904506,2.84E-09,0.02973937,0.050823538,0.212479207,47.23427386,9.969432329
3.7067E+11,0,1279,588,630,55,0.043002346,182,0.142298671,20,0.021344717,93,0.072713057,317,0.247849883,55,0.087301587,0.699487032,43.18162156,1.510971496,154.0596569,0.000615443,0.035434868,0.037516597,0.026266083,47.23427386,9.969432329
3.7067E+11,0,2030,918,963,189,0.093103448,390,0.19335647,44,0.028739386,47,0.023152709,522,0.257142857,48,0.049844237,0.65023889,43.40559877,1.515579596,139.7745429,3.15E-09,0.028407638,0.074787442,0.245292134,47.44383529,10.00773836
3.7067E+11,0,706,331,391,41,0.058073654,99,0.140226629,0,0,14,0.019830028,106,0.150141643,81,0.207161125,0.65023889,43.40559877,1.515579596,23.50197999,0.002493695,0.031884854,0.003087375,0.000286761,47.44383529,10.00773836
3.7067E+11,0,1448,618,618,252,0.174033149,694,0.482614743,149,0.156512605,110,0.075966851,282,0.194751381,112,0.181229773,0.460776756,41.7116566,1.421642494,7.992464401,6.8E-10,0.019958922,0.079219228,0.214665493,47.53856405,10.06685808
3.7067E+11,0,1128,401,412,399,0.353723404,118,0.104609929,37,0.048877147,135,0.119680851,151,0.133865248,9,0.02184466,0.460776756,41.7116566,1.421642494,0,0.001868405,0.029953222,0.088890898,0.015765472,47.53856405,10.06685808
3.7067E+11,0,1749,663,663,66,0.037735849,252,0.144082333,37,0.027882442,88,0.050314465,316,0.180674671,56,0.084464555,0.460776756,41.7116566,1.421642494,0,0.004079997,0.030012887,0.07844912,0.135058019,47.53856405,10.06685808
3.7067E+11,0,1471,567,619,248,0.168592794,526,0.359535202,169,0.170707071,76,0.051665534,273,0.185588035,66,0.106623586,0.350474267,38.57599271,1.145045665,0.54165547,0.000451516,0.033753314,0.242790276,0.122339274,45.8882732,9.67222
3.7067E+11,0,1939,868,948,154,0.079422383,422,0.217637958,98,0.066802999,16,0.008251676,443,0.228468283,107,0.112869198,0.350474267,38.57599271,1.145045665,0,0.013179621,0.041759369,0.078154202,0.056160016,45.8882732,9.67222
3.7067E+11,0,2641,1006,1006,630,0.238546005,433,0.163953048,102,0.053655971,151,0.057175312,364,0.137826581,90,0.089463221,0.343229719,39.32940179,1.21422719,0,0,0.031453282,0.064264726,0.199728711,46.46294248,9.77924137
3.7067E+11,0,1573,552,619,233,0.148124603,381,0.243606138,27,0.024861878,49,0.031150668,251,0.159567705,45,0.0726979,0.343229719,39.32940179,1.21422719,0,0.004637769,0.038545296,0.081189134,0.068223103,46.46294248,9.77924137
3.7067E+11,0,2419,852,861,592,0.244729227,295,0.12195122,46,0.030585106,101,0.04175279,350,0.144687888,108,0.12543554,0.347712788,38.95392378,1.19877415,0,0,0.026782451,0.097996146,0.623509129,46.0939281,9.696371507
3.7067E+11,0,738,304,312,34,0.046070461,186,0.25203252,38,0.06884058,21,0.028455285,154,0.208672087,42,0.134615385,0.347712788,38.95392378,1.19877415,0,0,0.0371587,0.054674472,0.342319527,46.0939281,9.696371507
3.7067E+11,0,616,262,286,65,0.105519481,46,0.074675325,24,0.049382716,41,0.066558442,147,0.238636364,70,0.244755245,0.347712788,38.95392378,1.19877415,0,0,0.037324645,0.111958422,0.253396214,46.0939281,9.696371507
